Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12;Factor_13;Factor_14;Factor_15;Factor_16;Factor_17;Factor_18;Factor_19;Factor_20;Factor_21;Factor_22;Factor_23;Factor_24;Factor_25;Factor_26;Factor_27;Factor_28;Factor_29;Factor_30;Factor_31;Factor_32;Factor_33;Factor_34;Factor_35;Factor_36;Factor_37;Factor_38;Factor_39;Factor_40;Factor_41;Factor_42;Factor_43;Factor_44;Factor_45;Factor_46;Factor_47;Factor_48;Factor_49;Factor_50;Factor_51;Factor_52;Factor_53;Factor_54;Factor_55;Factor_56;Factor_57;Factor_58;Factor_59;Factor_60;Factor_61;Factor_62;Factor_63;Factor_64;Factor_65;Factor_66;Factor_67;Factor_68;Factor_69;Factor_70;Factor_71;Factor_72;Factor_73;Factor_74;Factor_75;STATUS
0.5;0.609756;1;0;1;0;0;0;0;1;1;21;20;1;0;25;1;1;0;0;1;1;1;1;1;1;0;20;1;21;1;275145;20;0;12.5;1;0;0;21;1;0;21;12.5;0.5;137572.5;21;0;12.5;21;0;240845;0;275145;0;0;0;0;0.666667;0;0;1;0;285000;0;285000;0;0.5;0.5;520;0;0;0;0;0;0;0
0.916667;0.48289;0.916667;263877;0;0;0;166909;107800;0;0;103;883;0;94;127;0;0;141;0.666667;0;0;0;0;0;0;32984.625;998;0;49;0;502053;883;0;19;0;0;8;32;11;50000;32;8.25;0.666667;41837.75;12.25;0;10.583333;32;0;90000;0.666667;502053;0;9;0;1;1;0;0;0.333333;0;64000;0;28072.75;1;0;0.25;998;0.007605;0;0;0;0;0;0
0.666667;0.686567;1;9014;1;4;8272;30000;9014;1;1;39;19;1;35;46;1;1;47;0.333333;1;1;1;1;1;1;9014;19;1;11;1;29269;19;1;19.5;1;8272;1;35;2;30000;7;5.5;1;9756.333333;5.5;4;15.333333;35;4;11983;0.5;20997;8272;1;0;0.5;0.142857;1;0;0.333333;0;45504;0;27325.5;1;0;0.333333;157;0.104478;1;0;1;0;1;0
0.916667;0.534722;0.916667;103010;0;0;0;45481;35000;0;0;77;385;0;28;77;0;0;61;0.666667;0;0;0;0;0;0;12876.25;385;0;25;0;189708;1127;0;19.5;0;0;8;39;11;14000;8;16.333333;0.5;15809;5;0;6.416667;39;0;41822;0;189708;0;10;0;0.8;0.833333;0;1;0.25;0;22117;0.083333;16490.2;1;0;0.333333;10;0.020833;0;0;0;0;0;0
1;0.666667;1;4732;1;2;4732;24286;4732;1;1;2;25;1;2;2;1;1;3;1;1;1;1;1;1;1;4732;25;1;2;1;4732;25;1;2;1;4732;1;2;1;24286;2;0;1;4732;2;2;2;2;2;4732;1;0;4732;0;0;0;0;1;1;0;1;24286;0;24286;0;0;0;86;0;0;0;0;0;0;0
0.869565;0.690141;0.913043;669666;7;3;16255.14286;750887;299944;8;0.7;164;5;8;144;196;0.875;0.875;224;0.826087;0.6;0.857143;0.75;0.8;6;0.8;35245.57895;5;0.75;142;1;1255420;5;0.857143;9.8;10;11373.8;19;32;20;176471;32;26;0.7;54583.47826;11.833333;21;8.521739;30;8;362254;0.6;1141634;0;11;0.02266;0.666667;0.117647;4;0.571429;0.086957;0.454888;400000;0;104967.4167;5;0;0;33;0.003521;0;0;0;0;0;0
1;0.827381;1;312783;0;0;0;220363;118719;0;0;139;820;0;94;139;0;0;101;0.666667;0;0;0;0;0;0;78195.75;820;0;98;0;443261;0;0;0;0;0;4;41;6;63775;35;22.5;0;73876.83333;19.6;0;23.166667;41;0;118719;0;443261;0;6;0;1;0;0;0;0.333333;0;0;0;54072.6;0;0;0;1739;0.160714;0;0;0;0;0;0
0.730769;0.504065;0.884615;55953;6;1.375;38311.08333;95300;21595;11;0.333333;53;20;16;12;62;0.545455;0.375;17;0.423077;0.222222;0.666667;0.363636;0.611111;4;0.888889;5086.636364;74;0.25;15;0.6875;1227212;20;0.708333;2.636364;18;8306.35;11;17;19;30000;12;3.333333;0.363636;47200.46154;7.5;33;2.384615;17;3;35991;0.272727;307746;0;1;0.01047;0.5;0.166667;3;0.25;0.076923;0.019395;2200000;0.076923;28605;0;0.038462;0.5;17;0.00813;15;33;11;6;15;1
0.588235;0.487245;1;1122733;0;0;0;805957;449616;0;0;251;177;1;100;382;0;0;166;0.294118;0;0;0;0;0;1;224546.6;177;0;145;0;4785619;177;0;19.6;1;0;5;46;10;326957;37;23.5;0;281507;20.714286;0;22.470588;46;0;495283;0;4785619;0;10;0;0.857143;1;0;0;0.705882;0;200000;0;152585.2857;1;0.294118;0.941176;1208;0.029337;0;0;0;0;0;0
0.166667;0.647059;0.333333;0;2;1.2;9946.8;30000;0;2;1;1;19;2;1;22;1;1;2;0.166667;0.5;0.5;0.5;1;1;1;0;19;0.5;5;1;87024;19;0.2;7;2;0;1;16;1;30000;5;10.5;0;14504;5;6;3.666667;1;1;49734;0;37290;0;0;0;0;0;0;0.2;0.166667;0;139466;0.166667;139466;1;0;0.333333;19;0;0;0;1;0;0;0
0.695652;0.85219;0.630435;3135874;24;0.741935;7382.387097;2933944;547764;24;0.96;467;5;25;467;467;1;0.96;528;0.695652;0.84;0.875;0.875;0.96;21;1;97996.0625;5;0.84;130;0.96;3142874;5;0.548387;12.407407;25;7382.387097;32;65;32;582375;36;0;0.518519;68323.34783;18.571429;23;10.152174;65;6;547764;0.518519;2914020;0;5;0.069275;0.285714;0.133333;4;0.967742;0;0.882091;582375;0.173913;232672.7143;8;0;0;6;0.001825;0;0;0;0;0;0
0.848837;0.278562;0.872093;1313461;6;1.221239;12663.97345;1078950;81900;24;0.058252;365;10;64;185;434;0.25;0.09375;665;0.732558;0.019417;0.333333;0.083333;0.23301;2;0.621359;10424.29365;1075;0.03125;100;0.375;3260708;10;0.884956;4.347826;103;7857.066667;126;60;146;51500;23;5.790698;0.347826;18957.60465;4.347826;138;2.523256;42;6;393871;0.26087;1829679;0;42;0.114045;0.695652;0.084746;6;0.221239;0.186047;0.354103;92800;0.005814;33968.43478;0;0.02907;0.19186;15;0.001926;8;25;8;2;8;0
0.461538;0.885246;0.461538;900171;2;0.5;5010.375;1025000;550569;2;1;162;8;2;71;162;1;1;72;0.307692;1;1;1;1;2;1;225042.75;603;1;96;1;3842060;8;0.125;7.75;2;5010.375;4;58;6;450000;54;30.333333;0.25;295543.0769;32;4;12.461538;58;4;841677;0.125;3801977;0;4;0;1;0.84;1;0.875;0.153846;0;2580000;0.384615;389500;2;0;0;2;0;1;2;0;1;1;1
0.5;0.380597;1;0;2;4;41746;0;0;2;1;23;11;2;0;51;1;1;0;0;0.5;0.5;0.5;1;1;1;0;369;0.5;15;1;495522;11;0.5;14;2;13000;0;28;2;0;15;17;0;123880.5;15;8;12.75;15;8;97021;0;412030;13000;0;0.031551;0;1;0;0.5;0.5;1;63942;0;130000;0;0.25;1;33;0.059701;0;0;0;1;0;0
1;0.348837;0.5;0;0;0;0;5000;0;0;0;15;1465;0;1;15;0;0;2;0.5;0;0;0;0;0;0;0;1465;0;14;0;2900;1465;0;7.5;0;0;1;14;2;5000;14;14;1;1450;14;0;7.5;14;0;2900;0.5;2900;0;0;0;0;0.5;0;0;0.5;0;7134;0;7134;0;0;0.5;377;0;0;0;0;0;0;0
0.882353;0.576923;0.882353;66702;2;0.882353;4129.705882;81743;7908;3;0.142857;15;30;9;15;15;0.666667;0.222222;24;0.882353;0.071429;0.5;0.333333;0.214286;1;0.642857;4446.8;30;0.111111;13;0.333333;70205;0;0.882353;0.5;14;4849.727273;15;1;15;26435;1;0;0.5;4129.705882;0.866667;15;0.882353;1;1;7908;0.5;0;0;0;0;0.866667;0.642857;1;0.235294;0;0.294262;26435;0.058824;5430.866667;0;0;0;9;0.038462;0;0;0;0;0;1
0.545455;0.096491;0.636364;12503;2;1.111111;2500.333333;108598;6853;2;0.4;10;32;4;10;11;1;0.5;15;0.545455;0;0;0;0.4;0;0.8;2083.833333;32;0;6;0.5;71906;32;0.666667;1.333333;5;3130;6;3;6;58598;3;0.5;0.666667;6536.909091;1.5;10;1;3;3;46081;0.666667;49403;0;1;0;0.5;0.333333;2;0.111111;0.181818;0;58598;0.090909;58399.5;1;0.090909;0.181818;5;0;0;0;0;0;0;0
0;0.029126;0.5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2100;0;0;1.5;0;0;0;2;0;0;2;1.5;0;1050;2;0;1.5;0;0;0;0;2100;0;0;0;0;0;0;0;1;0;12254;0;12254;0;0;1;390;0;0;0;0;0;0;1
0.625;0.096838;0.875;82233;0;0;0;79800;33682;0;0;46;1349;0;15;49;0;0;167;0.375;0;0;0;0;0;0;27411;1808;0;32;0;307171;1349;0;1.5;0;0;3;16;5;29900;16;6.8;0;38396.375;8;0;6.125;16;0;89760;0;307171;0;4;0;0.5;0;0;0;0.625;0;20000;0;40037.75;2;0.375;0.25;1765;0.027668;0;0;0;0;0;0
1;0.52381;1;0;1;5;30341;0;0;1;1;55;29;1;0;55;1;1;0;0;1;1;1;1;1;1;0;29;1;26;1;566699;29;1;5;1;0;0;29;6;0;8;9.166667;1;94449.83333;5.2;5;9.166667;29;5;147707;0;536358;0;5;0;0.8;0;1;0;0.833333;0;51363;0;77033.6;0;0;0;212;0.047619;0;0;1;0;0;0
0.642857;0.597166;0.928571;1182067;6;0;367740;909500;690351;6;1;210;21;6;91;295;1;1;97;0.357143;0.666667;0.666667;0.666667;1;4;1;236413.4;21;0.666667;138;1;6493959;21;0;31.2;6;367740;5;48;9;500000;36;22.666667;0.4;463854.2143;17.25;0;21.071429;48;0;1307281;0.2;6126219;367740;7;0;0.75;0.181818;0;0;0.571429;0;1000000;0;364937.5;2;0;0.142857;122;0;3;4;0;1;3;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;1;0;0;35990;0;35990;0;0;0;33;0;0;0;0;0;0;1
1;0.714286;0.714286;25223;2;1.428571;3603.285714;25350;7065;3;0.4;10;17;5;10;10;0.666667;0.4;14;1;0.4;1;0.666667;0.6;2;1;3603.285714;0;0.4;0;0.6;25223;17;1;1.5;5;3603.285714;7;2;7;6400;0;0;1;3603.285714;0;10;1.428571;2;2;0;1;0;0;0;0;0;0.2;4;0.571429;0;0.445229;6400;0;0;0;0;0;59;0.142857;0;0;0;0;0;0
0.1;0.229219;0.9;0;0;0;0;0;0;0;0;45;1062;0;0;91;0;0;0;0;0;0;0;0;0;0;0;1817;0;79;0;223403;1490;0;0.333333;0;0;0;45;1;0;45;9.1;0;22340.3;11.285714;0;9.1;45;0;65755;0;223403;0;1;0;0.142857;0;0;0;1;0;50582;0;54683.28571;0;0.7;0.8;970;0.11335;0;0;0;0;0;0
0.571429;0.313187;0.571429;36597;1;0;0;30000;36597;1;1;54;57;1;31;57;1;1;31;0.142857;0;0;0;1;0;1;36597;1635;0;51;1;136558;57;0;1.5;1;0;1;31;4;30000;31;5.2;0;19508.28571;10.2;0;8.142857;31;0;36597;0;136558;0;3;0;0.4;0.5;0;1;0.714286;0;50000;0;44490.2;0;0.142857;0.285714;36;0.17033;0;0;0;0;0;1
0.888889;0.55102;0.888889;118333;3;1;10196.5;92648;25784;5;0.6;27;13;5;27;27;0.6;0.6;48;0.888889;0.6;1;0.6;1;3;1;14791.625;13;0.6;25;1;118333;0;0.833333;0;5;10196.5;8;16;8;20000;16;0;0;13148.11111;3.125;6;3;16;2;25784;0;57154;0;3;0.970396;0.875;0;0;0.833333;0;0.906553;21800;0.111111;12556;0;0;0;8;0.020408;0;0;0;0;0;0
0.818182;0.869369;0.818182;1150016;6;0.8125;17439.75;674600;547630;8;0.375;193;10;10;151;193;0.75;0.6;174;0.772727;0.1875;0.5;0.375;0.5;3;0.625;67648;35;0.3;64;0.8;1329127;10;0.75;17.444444;16;11697.6;17;72;18;200000;41;42;0.555556;60414.86364;32;13;8.772727;72;2;278203;0.444444;1050091;0;3;0.056544;0.5;0.111111;2;0.5;0.045455;0.507591;200000;0.090909;106300;1;0;0;19;0.004505;0;0;0;0;0;0
1;0.769231;1;31529;4;1.428571;6104.142857;27000;6575;4;0.571429;10;17;6;6;10;1;0.666667;7;0.857143;0.285714;0.5;0.5;0.571429;2;0.857143;5254.833333;0;0.333333;0;0.666667;42729;27;1;4;7;5399.4;6;4;7;5000;0;4;1;6104.142857;0;10;1.428571;4;4;0;0;0;4240;0;0;0;0.571429;1;0.428571;0;0.624699;28000;0;0;0;0;0;37;0.076923;0;0;1;0;0;0
0.769231;0.733333;0.923077;104841;5;2.363636;14191.81818;155409;28113;8;0.454545;39;7;11;31;44;0.625;0.454545;37;0.692308;0.363636;0.8;0.5;0.727273;4;1;11649;7;0.363636;33;0.727273;198223;7;0.727273;6;11;9036.875;9;16;10;61000;16;4.333333;0.5;15247.92308;3.666667;26;3.384615;16;8;55700;0.333333;42113;0;1;1.100183;0.555556;0.142857;2;0.454545;0;0.640874;250000;0.153846;44379.88889;0;0;0.153846;10;0.016667;2;4;4;0;2;0
0.5;0.203704;0.625;12650;3;1.5;4850;11000;6650;3;1;10;15;3;2;11;1;1;3;0.25;0.333333;0.333333;0.333333;1;1;1;6325;1555;0.333333;2;1;56450;15;0.5;1.6;3;3300;2;6;4;6000;1;2.25;0.4;7056.25;0.666667;9;1.375;6;6;20700;0;27350;0;1;0.482633;0.333333;0;2;0.666667;0.125;1;25000;0.125;11666.33333;0;0.25;0.375;13;0.018519;1;0;4;0;1;1
1;0.225806;0.5;0;0;0;0;30000;0;0;0;21;1045;0;2;21;0;0;10;0.5;0;0;0;0;0;0;0;1045;0;19;0;142724;0;0;0;0;0;2;11;4;15000;11;9.5;0;35681;9.5;0;5.25;11;0;96429;0;142724;0;4;0;1;1;0;0;0.5;0;0;0;250000;2;0;0.5;1248;0.086022;0;0;0;0;0;1
0.75;0.123288;0.75;0;0;0;0;0;0;0;0;9;855;0;0;9;0;0;0;0;0;0;0;0;0;0;0;855;0;9;0;280135;0;0;0;0;0;0;3;3;0;3;3;0;70033.75;3;0;2.25;3;0;205621;0;280135;0;1;0;0.333333;0.5;0;1;0.75;0;4000;0.25;63233.33333;0;0;0.75;15;0.041096;0;0;0;0;0;0
0.5;0.645631;0.875;438346;1;2.666667;26244;122914;300284;2;0.333333;85;2;3;32;133;0.5;0.333333;46;0.375;0.333333;1;0.5;0.666667;1;1;146115.3333;72;0.333333;78;0.666667;1872925;2;0;12;3;0;3;53;4;100000;53;25.25;0;234115.625;15.6;8;16.625;53;0;316226;0;1794193;0;4;0;0.6;0.473684;0;0.333333;0.25;0;177804;0.125;109874.2;1;0;0.5;10;0.048544;0;0;6;0;0;1
0.769231;0.795977;0.769231;570042;3;1.666667;6990.333333;402580;258890;4;0.75;234;17;4;192;277;0.75;0.75;222;0.692308;0.75;1;0.75;1;3;1;63338;17;0.75;206;1;1131633;17;0.666667;12.8;4;6990.333333;9;44;10;150000;44;28.333333;0.4;87048.69231;29.428571;5;21.307692;44;4;355720;0.4;1110662;0;7;0.018882;0.857143;0.111111;1;1;0.230769;1;270750;0;104368.5714;2;0.076923;0.076923;39;0.002874;0;0;0;0;0;1
0.461538;0.647436;0.692308;261913;3;0.4;2937.2;205893;250090;3;0.75;68;7;4;64;101;1;0.75;76;0.384615;0.75;1;1;0.75;3;1;52382.6;7;0.75;91;0.75;531048;7;0.2;4.375;4;252;5;49;6;154000;49;7.4;0.25;40849.84615;18.2;2;7.769231;49;1;250090;0.125;516362;0;5;0.001464;0.6;0.133333;1;0.6;0.307692;1;120000;0.230769;59610.6;1;0.153846;0.153846;8;0.019231;0;0;1;0;0;1
0.75;0.571429;1;11096;2;1;65;10938;11031;2;0.666667;20;19;2;11;24;1;1;12;0.5;0.333333;0.5;0.5;0.666667;1;0.666667;5548;274;0.5;14;1;42339;19;1;5;3;65;2;10;3;7938;10;6.5;1;10584.75;7;1;6;10;1;11031;0.5;42274;65;2;0.001538;1;0.2;1;1;0.5;1;18000;0;7348;0;0;0;32;0.095238;0;0;0;0;0;0
0.571429;0.395604;0.47619;141335;7;1.666667;7851.944444;417000;60487;7;1;36;17;7;30;36;1;1;35;0.47619;0.571429;0.571429;0.571429;1;4;1;14133.5;31;0.571429;13;1;178096;19;0.555556;1.857143;7;2066.4;10;8;12;300000;7;2;0.428571;8480.761905;4.333333;30;1.714286;8;8;60487;0.428571;36761;0;3;0.843176;0.666667;0.714286;6;0.833333;0.142857;1;300000;0.47619;108333.6667;2;0.047619;0.095238;6;0.010989;0;0;0;0;0;0
0;0.058824;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;1;0;1;0.5;0;1000;0.5;16054.5;0;0.5;0.5;20;0;0;0;0;0;0;1
0.375;0.152866;0.875;0;0;1;0;0;0;0;0;9;120;1;0;24;0;0;0;0;0;0;0;0;0;1;0;120;0;12;0;1783850;419;0;3.5;1;0;0;6;3;0;3;3;0;222981.25;2;1;3;3;0;283805;0;1783850;0;6;0;0.833333;0.909091;0;0;0.875;0;167000;0;169175;0;0.375;1.625;120;0.019108;1;4;1;0;1;0
0.5;0.061441;0.75;13390;0;0;33;12051;13390;0;0;27;127;1;1;29;0;0;11;0.125;0;0;0;0;0;1;13390;127;0;7;0;211058;127;0;0.666667;1;0;1;20;4;12051;4;4;0.333333;26382.25;1.166667;0;3.625;20;0;116951;0;211025;0;4;0;0.5;0.083333;0;0;0.75;0;47095;0;26472.83333;0;0.5;0.25;325;0.042373;0;0;0;0;0;1
0.555556;0.384615;0.555556;735;4;1.111111;3022.666667;15000;735;4;0.8;10;6;5;3;10;1;0.8;3;0.333333;0.6;0.75;0.75;0.8;3;1;245;0;0.6;0;0.8;27204;6;0.555556;1.285714;5;1526.285714;3;6;5;7000;0;3.5;0.571429;3022.666667;0;10;1.111111;6;6;0;0.428571;0;0;0;0;0;0.323529;4;0.777778;0;1;15000;0.333333;0;0;0;0.222222;13;0;0;0;1;1;0;1
0.714286;0.815789;0.714286;273790;4;0.6;3008;335500;153062;4;1;31;10;4;31;31;1;1;35;0.714286;1;1;1;1;4;1;54758;10;1;28;1;273790;10;0.6;4.75;4;3008;5;17;5;221500;17;0;0.75;39112.85714;14;3;4.428571;17;1;153062;0.75;258750;0;1;0.058126;0.5;0.555556;2;1;0;1;221500;0.428571;153750;1;0;0;15;0.026316;2;2;0;0;2;1
0.62963;0.193493;0.925926;178626;3;2.5;18679.4;162500;92268;5;0.3;106;7;6;35;113;0.6;0.5;114;0.518519;0.3;1;0.6;0.5;3;0.6;12759;121;0.5;96;0.833333;435861;7;0.6;2.5;10;16057.8;14;36;17;48000;36;6.5;0.333333;16143;5.647059;25;4.185185;36;10;66472;0.333333;249067;0;10;0.122618;0.823529;0.291667;2;0.3;0.296296;0.380376;77644;0;17682.35294;0;0.074074;0.185185;36;0;6;12;2;2;6;1
0.625;0.493151;0.75;72453;0;0;0;64204;62389;0;0;33;310;0;27;36;0;0;28;0.375;0;0;0;0;0;0;24151;310;0;30;0;96368;310;0;1;1;0;3;23;5;50000;23;2.25;0;12046;6;0;4.5;23;0;62389;0;96368;0;5;0;0.6;1;0;0;0.5;0;10000;0;16183.4;1;0.25;0.25;449;0.068493;0;0;0;0;0;1
0.75;0.782609;1;1692136;2;7;13500;1498000;1113071;2;1;25;16;2;25;36;1;1;29;0.75;1;1;1;1;2;1;564045.3333;16;1;29;1;2263624;16;1;9;2;0;3;11;3;953000;11;11;0.5;565906;9.666667;7;9;11;7;1113071;0.5;2250124;0;2;0;0.666667;0.25;1;0;0.25;0;1598000;0;1017000;1;0;0;222;0.23913;0;0;0;0;0;0
0.857143;0.875;0.714286;134865;0;0;0;133778;77817;0;0;77;380;0;66;77;0;0;74;0.714286;0;0;0;0;0;0;26973;1219;0;37;0;146804;380;0;9;0;0;5;22;6;69438;11;11;0.5;20972;9.25;0;11;22;0;19727;0.5;146804;0;5;0;1;0.333333;0;1;0.142857;0;69438;0.142857;14748;2;0;0;4;0.125;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;5000;1;0;0;0;0;9;0;0;0;0;0;0;1
0.740741;0.469388;0.814815;193211;1;0.666667;7404.666667;141142;13960;1;0.1;23;21;2;23;23;1;0.5;36;0.740741;0.1;1;1;0.1;1;0.2;9660.55;397;0.5;4;0.5;220250;0;0.666667;0;10;3000;20;4;20;10000;4;0;0;8157.407407;4;8;0.851852;4;1;13960;0;131394;0;13;0.045664;1;0;0;0.166667;0.074074;1;10000;0.037037;5000;0;0;0;21;0.020408;0;0;0;1;0;0
0.766667;0.307432;0.8;170203;4;1.25;4943.75;144118;41000;6;0.266667;58;6;12;45;91;0.666667;0.333333;81;0.7;0.2;0.75;0.5;0.4;3;0.8;8104.904762;6;0.25;37;0.5;220141;541;0.9375;2.8;15;4700;21;19;23;30000;13;5.75;0.2;7338.033333;3.7;20;3.033333;12;2;41000;0.2;141041;0;9;0.146057;0.5;0.5;1;0.4375;0.266667;0.337152;31362;0.066667;10273.5;0;0.1;0.133333;6;0.003378;0;0;0;0;0;0
1;0.85;1;8545;0;0;0;15747;8545;0;0;34;630;0;14;34;0;0;14;0.5;0;0;0;0;0;0;8545;630;0;20;0;82172;0;0;0;0;0;1;20;2;15747;20;20;0;41086;20;0;17;20;0;73627;0;82172;0;2;0;1;0;0;0;0.5;0;0;0;62500;1;0;1.5;1363;0.5;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7667;0;7667;0;1;1;1784;0;0;0;0;0;0;1
1;0.471429;1;6740;0;0;0;6227;6740;0;0;33;1065;0;3;33;0;0;3;0.25;0;0;0;0;0;0;6740;1065;0;33;0;186355;0;0;0;0;0;1;16;4;6227;16;10;0;46588.75;8.25;0;8.25;16;0;97246;0;186355;0;4;0;1;0.333333;0;0;0.75;0;0;0;70363.75;0;0;0.25;1464;0.142857;0;0;0;0;0;0
0.675325;0.277108;0.714286;530935;8;1;13650.09091;630008;35828;11;0.210526;112;14;22;65;115;0.727273;0.363636;127;0.571429;0.078947;0.375;0.272727;0.289474;3;0.578947;12066.70455;51;0.136364;71;0.5;1249833;17;0.75;0.363636;38;12281.31818;44;21;52;33037;21;2.173913;0.272727;16231.5974;1.775;44;1.493506;21;5;114833;0.272727;649229;0;30;0.118545;0.85;0.4;3;0.227273;0.181818;0.284849;430000;0.038961;28406.775;0;0.012987;0.090909;11;0.00241;6;5;0;9;6;0
0.769231;0.37931;0.769231;50183;1;0.846154;4269.461538;41564;7546;3;0.1;11;48;6;9;11;0.333333;0.166667;18;0.692308;0;0;0;0.3;0;0.6;5575.888889;48;0;9;0.5;55503;0;0.769231;0;10;3574.142857;9;2;10;6180;1;1;0;4269.461538;0.9;11;0.846154;2;2;7546;0;0;0;0;0;0.9;1;0;0.230769;0;0.127063;12000;0.153846;4656.3;0;0.076923;0.076923;9;0.034483;1;0;1;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;1;0;0;3000;1;0;0;0;0;14;0;0;0;0;0;0;0
0;0.697674;1;0;0;0;0;0;0;1;0;0;62;1;0;30;0;0;0;0;0;0;0;1;0;1;0;62;0;30;1;164270;62;0;30;1;0;0;30;0;0;30;30;0;164270;30;0;30;0;0;164270;0;164270;0;0;0;0;1;0;0;1;0;100000;0;100000;0;0;5;1283;0;0;0;0;0;0;1
0.625;0.343558;0.875;165052;1;0;0;147689;130652;1;0.5;39;36;1;8;112;1;1;48;0.375;0;0;0;0.5;0;0.5;55017.33333;36;0;98;1;479160;36;0;36;2;0;3;66;5;119189;66;20.8;0;59895;19.6;0;14;20;0;215877;0;479160;0;4;0;0.4;0;0;0;0.625;0;119189;0;62927.4;1;0.375;1.625;397;0.003067;0;0;0;0;0;0
0.933333;0.388298;0.733333;33046;2;1.555556;3137.111111;47039;5853;4;0.25;64;13;8;20;73;0.5;0.25;21;0.666667;0.125;0.5;0.25;0.5;1;1;3304.6;1976;0.125;24;0.5;157613;2765;1;17;8;3529.25;10;33;14;10000;9;10.6;1;10507.53333;8;14;4.866667;33;3;43680;0.5;129379;0;4;0.128568;0.666667;0;1;0.444444;0.333333;0.589148;25000;0.066667;19013;0;0;0.2;12;0.015957;0;0;0;0;0;0
0.953488;0.474576;0.953488;635678;9;1.230769;10026.92308;544999;102994;13;0.346154;84;5;19;84;84;0.692308;0.473684;175;0.953488;0.230769;0.666667;0.461538;0.5;6;0.730769;15504.34146;6;0.315789;30;0.684211;635678;5;0.923077;7.833333;26;9365.941176;41;21;41;75000;16;0;0.666667;14783.2093;3.75;32;1.953488;21;9;102994;0.666667;374978;0;15;0.265157;0.625;0.222222;2;0.384615;0;0.624465;55000;0.046512;23897.375;1;0;0;5;0.00565;0;0;0;0;0;0
0.6;0.609756;0.733333;365715;10;0.769231;12376.30769;368483;113576;15;0.555556;48;11;18;48;50;0.666667;0.555556;60;0.6;0.444444;0.8;0.533333;0.833333;8;1;20317.5;19;0.444444;37;0.833333;388235;11;0.538462;0.571429;18;12376.30769;18;19;18;109480;19;2;0.214286;12941.16667;3.363636;20;1.666667;19;3;113576;0.214286;66451;0;4;1.838452;0.636364;0.208333;3;0.653846;0;0.379655;90900;0.133333;29293.81818;1;0;0;10;0.012195;1;3;1;0;1;0
0.25;0.416667;0.75;9921;0;0;10963.66667;9149;9921;1;0;10;83;1;10;10;0;0;11;0.25;0;0;0;0.5;0;0.5;9921;3775;0;10;1;42812;83;0;0;2;4000;1;10;1;9149;10;0;0;10703;10;0;2.5;10;0;9921;0;9921;0;1;0;1;0;0;0;0;0;13350;0;9149;0;0;0.75;139;0;2;9;2;1;2;1
0.8;0.12069;0.8;248122;2;2;9060;0;248122;2;1;21;6;2;13;21;1;1;160;0.4;1;1;1;1;2;1;124061;30;1;8;1;274053;30;0.5;4;2;9060;2;12;4;0;4;4;1;54810.6;4;4;4.2;12;4;14120;0;255933;4000;3;0.015629;0.5;0.2;1;0.5;0.2;0.220751;37221;0.2;21616.5;2;0;0.2;10;0;1;0;1;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;57917;0;57917;0;0;0;25;0;0;0;0;0;0;0
0.363636;0.121813;0.545455;79139;2;0.142857;1240.142857;7200;79139;2;0.666667;42;32;2;10;43;1;1;144;0.090909;0;0;0;0.666667;0;0.666667;79139;378;0;21;1;3559953;32;0;0.142857;3;1240.142857;1;11;4;7200;11;5.5;0;323632.0909;4.2;1;3.909091;11;0;1015268;0;3551272;0;4;0.000558;0.4;0.142857;0;0.857143;0.272727;0.2282;304748;0.090909;237680.4;1;0;0;8;0.028329;3;8;3;0;3;0
